on_diag_step,off_diag_step,train_loss,epoch,step,on_diag_epoch,off_diag_epoch
678.4594116210938,106021.6015625,1208.5673828125,5,4099,,
629.8040771484375,94498.875,1102.2984619140625,5,4149,,
520.11328125,107267.265625,1056.4495849609375,5,4199,,
662.303466796875,95058.8046875,1137.597412109375,5,4249,,
637.5557861328125,95701.5625,1116.0635986328125,5,4299,,
508.65447998046875,105640.75,1036.858154296875,5,4349,,
551.302490234375,94781.03125,1025.2076416015625,5,4399,,
571.641845703125,100768.2890625,1075.4832763671875,5,4449,,
491.8724365234375,111666.21875,1050.2034912109375,5,4499,,
683.0404663085938,95258.59375,1159.33349609375,5,4549,,
451.828125,104999.3359375,976.8247680664062,5,4599,,
530.99951171875,103266.4375,1047.3316650390625,5,4649,,
,,,5,4685,540.8027954101562,105028.796875
507.96783447265625,97590.53125,995.9204711914062,6,4699,,
517.2545166015625,104077.2890625,1037.640869140625,6,4749,,
365.505126953125,114896.46875,939.9874877929688,6,4799,,
446.97332763671875,111529.0390625,1004.6185302734375,6,4849,,
513.89013671875,107822.28125,1053.00146484375,6,4899,,
434.76007080078125,112102.7265625,995.273681640625,6,4949,,
509.2430419921875,107208.375,1045.284912109375,6,4999,,
444.08941650390625,106841.859375,978.2987060546875,6,5049,,
537.2867431640625,103139.15625,1052.982421875,6,5099,,
354.2134094238281,114054.8125,924.4874267578125,6,5149,,
382.9237060546875,110750.3046875,936.6752319335938,6,5199,,
557.0657348632812,98745.296875,1050.792236328125,6,5249,,
489.9360046386719,104052.1796875,1010.1968994140625,6,5299,,
333.74786376953125,117911.015625,923.3029174804688,6,5349,,
396.19549560546875,108948.0078125,940.935546875,6,5399,,
562.568115234375,98797.96875,1056.5579833984375,6,5449,,
,,,6,5466,492.1600646972656,103702.1015625
537.0054931640625,98371.796875,1028.864501953125,7,5499,,
386.559814453125,104707.5,910.0972900390625,7,5549,,
505.4459228515625,95437.46875,982.63330078125,7,5599,,
441.18408203125,99424.4765625,938.3064575195312,7,5649,,
562.6845092773438,92723.78125,1026.303466796875,7,5699,,
462.3734130859375,107173.3515625,998.2401733398438,7,5749,,
504.91253662109375,107073.2578125,1040.27880859375,7,5799,,
383.44171142578125,109221.15625,929.5474853515625,7,5849,,
496.01739501953125,105582.2421875,1023.9285888671875,7,5899,,
623.84912109375,94119.8125,1094.4482421875,7,5949,,
381.64794921875,111902.046875,941.1581420898438,7,5999,,
492.42095947265625,97948.546875,982.1636962890625,7,6049,,
439.9761962890625,99602.2734375,937.987548828125,7,6099,,
371.85198974609375,109366.421875,918.68408203125,7,6149,,
612.5875854492188,92966.140625,1077.418212890625,7,6199,,
,,,7,6247,456.8470764160156,102146.8984375
405.5931396484375,97014.6640625,890.6664428710938,8,6249,,
305.1741943359375,113530.75,872.8279418945312,8,6299,,
451.6891174316406,97036.6171875,936.8721923828125,8,6349,,
500.62017822265625,96722.90625,984.2347412109375,8,6399,,
549.8175659179688,92146.90625,1010.5521240234375,8,6449,,
531.2349853515625,91790.0,990.1849365234375,8,6499,,
403.84442138671875,99529.6484375,901.49267578125,8,6549,,
464.0072326660156,98835.703125,958.1857299804688,8,6599,,
273.3895263671875,113982.953125,843.3042602539062,8,6649,,
451.52496337890625,91323.0390625,908.14013671875,8,6699,,
383.9642639160156,101848.171875,893.205078125,8,6749,,
604.1069946289062,93145.203125,1069.8330078125,8,6799,,
325.2000732421875,111950.0390625,884.9502563476562,8,6849,,
485.3691711425781,89238.65625,931.5624389648438,8,6899,,
443.75701904296875,95506.8125,921.2910766601562,8,6949,,
526.0234375,92576.25,988.9046630859375,8,6999,,
,,,8,7028,422.9800720214844,100951.890625
495.66741943359375,98888.46875,990.1097412109375,9,7049,,
300.5351257324219,104817.796875,824.6241455078125,9,7099,,
412.4231262207031,96921.0078125,897.0281982421875,9,7149,,
464.9805908203125,100225.09375,966.1060791015625,9,7199,,
308.69683837890625,110524.734375,861.3204956054688,9,7249,,
363.22540283203125,107641.28125,901.4318237304688,9,7299,,
461.90399169921875,97930.09375,951.554443359375,9,7349,,
441.11932373046875,99786.8125,940.0533447265625,9,7399,,
309.3065185546875,105479.9375,836.7061767578125,9,7449,,
453.55950927734375,97204.7890625,939.5834350585938,9,7499,,
284.0431823730469,107736.703125,822.7266845703125,9,7549,,
387.830322265625,100012.1875,887.8912353515625,9,7599,,
492.67608642578125,90969.96875,947.52587890625,9,7649,,
325.7410583496094,99310.21875,822.2921142578125,9,7699,,
278.3752746582031,107572.234375,816.2364501953125,9,7749,,
297.5137939453125,101609.28125,805.5601806640625,9,7799,,
,,,9,7809,391.8199768066406,99102.15625
326.3648376464844,109858.71875,875.658447265625,10,7849,,
288.21295166015625,102083.953125,798.6326904296875,10,7899,,
379.77862548828125,97274.09375,866.1490478515625,10,7949,,
365.59173583984375,94575.265625,838.468017578125,10,7999,,
369.01312255859375,102223.375,880.1300048828125,10,8049,,
326.9162902832031,99768.2421875,825.7574462890625,10,8099,,
311.0091552734375,99376.390625,807.89111328125,10,8149,,
457.68212890625,93626.171875,925.81298828125,10,8199,,
393.5053405761719,96333.296875,875.1718139648438,10,8249,,
282.08966064453125,102644.078125,795.31005859375,10,8299,,
437.43243408203125,96031.9296875,917.592041015625,10,8349,,
289.906982421875,101951.0859375,799.6624145507812,10,8399,,
242.23342895507812,100277.7734375,743.622314453125,10,8449,,
229.9822235107422,102294.96875,741.45703125,10,8499,,
241.94769287109375,104484.78125,764.37158203125,10,8549,,
,,,10,8590,363.9419860839844,97500.4765625
348.09368896484375,94808.03125,822.1337890625,11,8599,,
570.0560302734375,86712.3125,1003.6175537109375,11,8649,,
371.9329528808594,94703.6953125,845.451416015625,11,8699,,
349.45672607421875,92865.3359375,813.7833862304688,11,8749,,
299.7891845703125,100037.0625,799.9744873046875,11,8799,,
355.425537109375,97436.703125,842.6090087890625,11,8849,,
322.50396728515625,98804.359375,816.5257568359375,11,8899,,
275.7823181152344,99936.2578125,775.463623046875,11,8949,,
461.771484375,93562.21875,929.5825805664062,11,8999,,
326.8516540527344,93868.09375,796.192138671875,11,9049,,
399.68438720703125,91548.8125,857.428466796875,11,9099,,
458.12115478515625,85910.8125,887.6751708984375,11,9149,,
229.51695251464844,100332.7109375,731.1804809570312,11,9199,,
336.72705078125,94501.0546875,809.2322998046875,11,9249,,
349.1341857910156,92981.703125,814.042724609375,11,9299,,
299.61407470703125,97344.90625,786.338623046875,11,9349,,
,,,11,9371,339.6845703125,95731.8828125
255.69952392578125,95086.984375,731.1343994140625,12,9399,,
331.75567626953125,89031.6015625,776.9136962890625,12,9449,,
259.2987365722656,102336.921875,770.9833374023438,12,9499,,
203.46864318847656,96668.0078125,686.8086547851562,12,9549,,
224.78176879882812,98571.171875,717.6375732421875,12,9599,,
427.36541748046875,87385.921875,864.2950439453125,12,9649,,
276.4761962890625,95419.7734375,753.5750732421875,12,9699,,
345.292724609375,91883.703125,804.7112426757812,12,9749,,
247.9649658203125,95507.4453125,725.502197265625,12,9799,,
433.31951904296875,85569.109375,861.1650390625,12,9849,,
305.86944580078125,96023.25,785.9857177734375,12,9899,,
457.987548828125,87358.9765625,894.7824096679688,12,9949,,
333.7728271484375,92769.6484375,797.62109375,12,9999,,
299.30487060546875,99184.59375,795.227783203125,12,10049,,
267.7839660644531,93874.96875,737.1588134765625,12,10099,,
313.3504943847656,89524.7578125,760.9742431640625,12,10149,,
,,,12,10152,322.7121276855469,94701.96875
391.6788024902344,87456.6171875,828.9619140625,13,10199,,
309.830322265625,92054.4921875,770.102783203125,13,10249,,
258.5366516113281,97569.9765625,746.3865356445312,13,10299,,
330.9039306640625,91700.265625,789.4052734375,13,10349,,
322.86419677734375,92683.71875,786.2827758789062,13,10399,,
293.3804016113281,95828.78125,772.5242919921875,13,10449,,
294.38720703125,97431.75,781.5459594726562,13,10499,,
333.70404052734375,90110.4140625,784.256103515625,13,10549,,
302.9989013671875,92350.578125,764.7517700195312,13,10599,,
325.9278259277344,90602.71875,778.94140625,13,10649,,
264.2864990234375,98644.7890625,757.5104370117188,13,10699,,
393.953125,92548.53125,856.69580078125,13,10749,,
351.2666931152344,90859.078125,805.5620727539062,13,10799,,
315.1693115234375,93109.7421875,780.718017578125,13,10849,,
246.3575439453125,97333.6640625,733.02587890625,13,10899,,
,,,13,10933,304.0462646484375,93589.6015625
265.2612609863281,90359.8125,717.060302734375,14,10949,,
210.79721069335938,95337.9453125,687.4869384765625,14,10999,,
237.8918914794922,95289.65625,714.3401489257812,14,11049,,
340.4190979003906,90911.953125,794.9788818359375,14,11099,,
393.05584716796875,83962.7578125,812.86962890625,14,11149,,
252.39590454101562,93769.4453125,721.2431640625,14,11199,,
384.5895080566406,85613.46875,812.6568603515625,14,11249,,
291.9167175292969,92530.6484375,754.5699462890625,14,11299,,
257.68505859375,97529.09375,745.3305053710938,14,11349,,
214.4531707763672,97542.3984375,702.1651611328125,14,11399,,
250.99917602539062,98680.4375,744.4013671875,14,11449,,
232.88067626953125,93307.6484375,699.4189453125,14,11499,,
249.55531311035156,99419.0078125,746.6503295898438,14,11549,,
312.77435302734375,90063.1171875,763.0899658203125,14,11599,,
353.75689697265625,87246.359375,789.9886474609375,14,11649,,
217.60116577148438,94881.703125,692.0096435546875,14,11699,,
,,,14,11714,293.7223815917969,92289.078125
385.83184814453125,87851.75,825.090576171875,15,11749,,
169.43917846679688,98454.53125,661.7117919921875,15,11799,,
251.94985961914062,92550.859375,714.7041015625,15,11849,,
277.8128662109375,89955.515625,727.5904541015625,15,11899,,
347.04840087890625,88690.359375,790.5001831054688,15,11949,,
338.8255615234375,86729.375,772.472412109375,15,11999,,
258.4405822753906,92951.359375,723.1973876953125,15,12049,,
249.123291015625,95686.421875,727.555419921875,15,12099,,
189.81549072265625,98397.765625,681.8043212890625,15,12149,,
334.780517578125,88256.1953125,776.0615234375,15,12199,,
302.2313537597656,87515.8125,739.8104248046875,15,12249,,
408.2762756347656,87257.640625,844.564453125,15,12299,,
261.5306396484375,94663.21875,734.8466796875,15,12349,,
366.54168701171875,83789.140625,785.4873657226562,15,12399,,
327.0709228515625,93314.765625,793.644775390625,15,12449,,
,,,15,12495,280.99786376953125,91540.21875
333.7281494140625,84641.875,756.9375,16,12499,,
241.2330322265625,94744.8828125,714.9573974609375,16,12549,,
369.7081298828125,82376.0625,781.5884399414062,16,12599,,
322.10296630859375,88216.0,763.1829833984375,16,12649,,
277.3927001953125,91940.6171875,737.0957641601562,16,12699,,
295.8612060546875,91506.578125,753.39404296875,16,12749,,
206.73780822753906,90839.734375,660.9364624023438,16,12799,,
191.2049102783203,94618.140625,664.2955932617188,16,12849,,
284.828369140625,88028.2421875,724.9696044921875,16,12899,,
245.08935546875,91295.8359375,701.5684814453125,16,12949,,
142.90545654296875,99456.1015625,640.1859130859375,16,12999,,
210.48583984375,94675.8828125,683.865234375,16,13049,,
245.33934020996094,95679.9609375,723.7391357421875,16,13099,,
240.38137817382812,93065.1328125,705.70703125,16,13149,,
283.781005859375,86824.0390625,717.9011840820312,16,13199,,
222.41908264160156,89637.65625,670.6073608398438,16,13249,,
,,,16,13276,271.3648681640625,90706.8984375
270.21612548828125,89457.5859375,717.5040283203125,17,13299,,
198.8011016845703,93748.4375,667.5432739257812,17,13349,,
222.09994506835938,97226.6875,708.2333984375,17,13399,,
190.42703247070312,96404.1484375,672.44775390625,17,13449,,
270.6480712890625,86235.375,701.824951171875,17,13499,,
316.55206298828125,85516.96875,744.1369018554688,17,13549,,
260.033935546875,90270.453125,711.38623046875,17,13599,,
213.2173614501953,93075.078125,678.5927124023438,17,13649,,
164.63905334472656,94216.90625,635.7235717773438,17,13699,,
202.63548278808594,92649.859375,665.884765625,17,13749,,
250.71905517578125,91196.109375,706.6995849609375,17,13799,,
285.70855712890625,84641.125,708.9141845703125,17,13849,,
315.10784912109375,85677.25,743.4940795898438,17,13899,,
286.6130065917969,83959.7890625,706.4119873046875,17,13949,,
284.8016357421875,88806.6875,728.8350830078125,17,13999,,
277.62530517578125,86703.765625,711.1441650390625,17,14049,,
,,,17,14057,261.873291015625,89799.53125
199.79653930664062,91878.421875,659.1885986328125,18,14099,,
282.1463317871094,87910.828125,721.700439453125,18,14149,,
266.09600830078125,88613.984375,709.1658935546875,18,14199,,
212.71316528320312,91756.234375,671.4943237304688,18,14249,,
221.57656860351562,94944.9765625,696.3014526367188,18,14299,,
256.06658935546875,90552.65625,708.829833984375,18,14349,,
235.32305908203125,89252.734375,681.5867309570312,18,14399,,
244.24774169921875,89793.96875,693.2175903320312,18,14449,,
346.6171875,83981.859375,766.5264892578125,18,14499,,
473.2442626953125,85098.2578125,898.7355346679688,18,14549,,
228.7948455810547,87906.25,668.3261108398438,18,14599,,
234.02720642089844,92301.3203125,695.5338134765625,18,14649,,
218.75039672851562,87877.15625,658.1361694335938,18,14699,,
229.73626708984375,96632.84375,712.9005126953125,18,14749,,
133.98724365234375,96419.3359375,616.0839233398438,18,14799,,
,,,18,14838,250.15432739257812,89208.7265625
215.64974975585938,92702.875,679.1641235351562,19,14849,,
334.7352294921875,89957.1484375,784.52099609375,19,14899,,
247.6407012939453,90082.90625,698.0552368164062,19,14949,,
195.31175231933594,91540.046875,653.011962890625,19,14999,,
194.43655395507812,97187.265625,680.3728637695312,19,15049,,
218.4351348876953,90023.0703125,668.5504760742188,19,15099,,
286.76220703125,84583.25,709.678466796875,19,15149,,
161.0090789794922,92098.34375,621.5007934570312,19,15199,,
236.22265625,88223.515625,677.3402099609375,19,15249,,
219.3583984375,92204.4375,680.380615234375,19,15299,,
329.2440185546875,84713.4453125,752.811279296875,19,15349,,
346.64068603515625,86187.171875,777.5765380859375,19,15399,,
248.41268920898438,85572.046875,676.27294921875,19,15449,,
256.75958251953125,88395.984375,698.739501953125,19,15499,,
210.05482482910156,86787.1171875,643.9904174804688,19,15549,,
187.22689819335938,88188.859375,628.171142578125,19,15599,,
,,,19,15619,246.7017822265625,88567.3203125
177.0220184326172,91583.1328125,634.9376831054688,20,15649,,
259.67138671875,89216.78125,705.7552490234375,20,15699,,
165.1693572998047,88660.53125,608.4719848632812,20,15749,,
258.1221923828125,90054.328125,708.393798828125,20,15799,,
180.73629760742188,89107.46875,626.2736206054688,20,15849,,
287.26470947265625,87479.4140625,724.6617431640625,20,15899,,
258.41156005859375,82055.875,668.69091796875,20,15949,,
171.8135223388672,88185.984375,612.743408203125,20,15999,,
274.8446044921875,84074.046875,695.21484375,20,16049,,
209.30783081054688,89476.734375,656.6915283203125,20,16099,,
215.2447509765625,87802.6796875,654.2581787109375,20,16149,,
204.0506591796875,93851.671875,673.3090209960938,20,16199,,
249.12310791015625,88831.7734375,693.281982421875,20,16249,,
211.32826232910156,90957.625,666.1163940429688,20,16299,,
261.0017395019531,85514.0546875,688.572021484375,20,16349,,
242.65951538085938,89936.125,692.340087890625,20,16399,,
,,,20,16400,239.2478790283203,87702.015625
234.31301879882812,89205.984375,680.3428955078125,21,16449,,
300.53302001953125,81436.703125,707.716552734375,21,16499,,
222.14674377441406,86615.875,655.2261352539062,21,16549,,
250.75437927246094,85854.765625,680.0281982421875,21,16599,,
252.2744140625,86642.890625,685.4888916015625,21,16649,,
187.7847900390625,90583.96875,640.70458984375,21,16699,,
189.96511840820312,89187.9609375,635.9049072265625,21,16749,,
171.4507598876953,87928.875,611.0951538085938,21,16799,,
212.11053466796875,84363.421875,633.9276123046875,21,16849,,
204.45523071289062,85865.1328125,633.7808837890625,21,16899,,
199.85269165039062,89201.375,645.8595581054688,21,16949,,
147.4033660888672,90412.1484375,599.464111328125,21,16999,,
268.4450988769531,88853.125,712.710693359375,21,17049,,
204.6977996826172,87578.5390625,642.5905151367188,21,17099,,
167.7939453125,92781.671875,631.7022705078125,21,17149,,
,,,21,17181,232.98089599609375,87104.8203125
330.21270751953125,81888.8125,739.65673828125,22,17199,,
325.2613220214844,78399.5,717.2587890625,22,17249,,
206.29574584960938,88948.078125,651.0361328125,22,17299,,
175.25633239746094,90068.328125,625.5979614257812,22,17349,,
211.08901977539062,86185.09375,642.0144653320312,22,17399,,
209.23037719726562,85643.65625,637.4486083984375,22,17449,,
265.0546875,80918.96875,669.6495361328125,22,17499,,
197.60227966308594,86705.2421875,631.1284790039062,22,17549,,
232.16485595703125,86945.078125,666.8902587890625,22,17599,,
163.28823852539062,88625.875,606.4176025390625,22,17649,,
208.18447875976562,85408.265625,635.225830078125,22,17699,,
201.89328002929688,91405.9375,658.9229736328125,22,17749,,
214.15164184570312,88249.6875,655.4000244140625,22,17799,,
314.52764892578125,81344.34375,721.2493896484375,22,17849,,
329.44635009765625,80431.734375,731.60498046875,22,17899,,
232.8902587890625,88529.765625,675.5390625,22,17949,,
,,,22,17962,228.3076171875,86807.28125
237.12400817871094,83330.1796875,653.77490234375,23,17999,,
160.0363311767578,87332.4375,596.698486328125,23,18049,,
125.92058563232422,91173.671875,581.7889404296875,23,18099,,
196.71881103515625,85494.65625,624.1920776367188,23,18149,,
230.27462768554688,89669.546875,678.622314453125,23,18199,,
142.1453857421875,90717.359375,595.732177734375,23,18249,,
229.43161010742188,81840.8828125,638.635986328125,23,18299,,
196.40423583984375,88894.765625,640.8780517578125,23,18349,,
201.76312255859375,88960.609375,646.566162109375,23,18399,,
176.76312255859375,89661.5625,625.0709228515625,23,18449,,
256.6083984375,85711.140625,685.1640625,23,18499,,
271.1280517578125,84491.734375,693.586669921875,23,18549,,
341.438232421875,82764.75,755.261962890625,23,18599,,
200.80990600585938,88021.234375,640.9160766601562,23,18649,,
252.76333618164062,82899.9921875,667.2633056640625,23,18699,,
,,,23,18743,226.26473999023438,86069.8671875
193.73495483398438,89864.265625,643.0562744140625,24,18749,,
237.20208740234375,84190.796875,658.1560668945312,24,18799,,
210.2328643798828,86541.28125,642.9392700195312,24,18849,,
212.13250732421875,86342.046875,643.8427734375,24,18899,,
288.3446044921875,84146.1328125,709.0752563476562,24,18949,,
213.42593383789062,85686.1171875,641.8565063476562,24,18999,,
139.07176208496094,90633.4296875,592.2388916015625,24,19049,,
252.54721069335938,84532.546875,675.2099609375,24,19099,,
243.6734161376953,84092.1875,664.1343383789062,24,19149,,
177.957275390625,90098.234375,628.4484252929688,24,19199,,
169.76766967773438,87574.890625,607.64208984375,24,19249,,
155.00546264648438,86625.828125,588.1345825195312,24,19299,,
167.9126739501953,86107.625,598.4508056640625,24,19349,,
187.68148803710938,86465.90625,620.010986328125,24,19399,,
274.07257080078125,82497.203125,686.55859375,24,19449,,
332.56964111328125,82554.859375,745.3439331054688,24,19499,,
,,,24,19524,218.46694946289062,85845.2109375
173.40957641601562,87796.703125,612.39306640625,25,19549,,
174.4107666015625,85739.515625,603.1083374023438,25,19599,,
204.93235778808594,87735.125,643.6079711914062,25,19649,,
221.3157958984375,84405.46875,643.3431396484375,25,19699,,
136.00726318359375,91786.875,594.941650390625,25,19749,,
170.6675567626953,89975.65625,620.5458374023438,25,19799,,
233.201171875,86962.65625,668.014404296875,25,19849,,
103.64666748046875,90716.5546875,557.2294311523438,25,19899,,
131.9688720703125,92642.671875,595.1822509765625,25,19949,,
229.09722900390625,85734.09375,657.7677001953125,25,19999,,
197.95401000976562,83571.203125,615.81005859375,25,20049,,
185.6602020263672,87320.296875,622.2616577148438,25,20099,,
224.64651489257812,83330.0,641.2965087890625,25,20149,,
261.4308166503906,83908.875,680.9752197265625,25,20199,,
174.86822509765625,87741.84375,613.577392578125,25,20249,,
137.02230834960938,92983.1328125,601.93798828125,25,20299,,
,,,25,20305,216.45751953125,85293.1484375
182.15823364257812,87156.484375,617.940673828125,26,20349,,
166.75486755371094,84047.15625,586.9906616210938,26,20399,,
264.05682373046875,81616.2421875,672.1380615234375,26,20449,,
240.44454956054688,79400.59375,637.447509765625,26,20499,,
248.06344604492188,79911.3125,647.6199951171875,26,20549,,
153.580078125,83401.6015625,570.5880737304688,26,20599,,
185.66375732421875,84508.71875,608.2073364257812,26,20649,,
144.4159698486328,89665.09375,592.741455078125,26,20699,,
217.63442993164062,85999.0859375,647.6298828125,26,20749,,
224.29946899414062,84304.7578125,645.8232421875,26,20799,,
176.71856689453125,89925.046875,626.34375,26,20849,,
188.20184326171875,83071.0390625,603.5570068359375,26,20899,,
221.55899047851562,85639.3671875,649.755859375,26,20949,,
263.54180908203125,82855.015625,677.81689453125,26,20999,,
162.72348022460938,86176.40625,593.60546875,26,21049,,
,,,26,21086,214.9054718017578,84789.8046875
166.36163330078125,86292.5703125,597.824462890625,27,21099,,
207.90158081054688,86476.21875,640.2826538085938,27,21149,,
202.0039825439453,86441.953125,634.2137451171875,27,21199,,
216.3240509033203,83676.140625,634.7047729492188,27,21249,,
156.9274139404297,87892.921875,596.3920288085938,27,21299,,
206.1273651123047,87252.4375,642.3895263671875,27,21349,,
187.98678588867188,86877.46875,622.3741455078125,27,21399,,
216.16473388671875,83528.0,633.8046875,27,21449,,
245.38201904296875,80384.3828125,647.303955078125,27,21499,,
193.57037353515625,86118.5390625,624.1630859375,27,21549,,
153.41087341308594,86193.890625,584.3803100585938,27,21599,,
145.08090209960938,84581.0,567.9859008789062,27,21649,,
184.9346466064453,83912.0,604.49462890625,27,21699,,
221.20834350585938,83428.0234375,638.3484497070312,27,21749,,
205.94882202148438,87644.515625,644.17138671875,27,21799,,
181.4897003173828,87436.9296875,618.67431640625,27,21849,,
,,,27,21867,212.48619079589844,84494.1875
216.4357452392578,79512.09375,613.9962158203125,28,21899,,
261.88616943359375,83124.9375,677.5108642578125,28,21949,,
211.68453979492188,84049.890625,631.9339599609375,28,21999,,
274.25701904296875,80776.9375,678.1417236328125,28,22049,,
196.52194213867188,83418.25,613.6131591796875,28,22099,,
226.4235382080078,83882.7578125,645.8373413085938,28,22149,,
238.96844482421875,80641.46875,642.17578125,28,22199,,
312.4702453613281,78988.1875,707.4111328125,28,22249,,
225.74581909179688,85114.203125,651.3168334960938,28,22299,,
276.353759765625,79512.1875,673.9146728515625,28,22349,,
266.88800048828125,83161.328125,682.6946411132812,28,22399,,
181.4890594482422,84293.84375,602.958251953125,28,22449,,
162.96990966796875,86642.890625,596.184326171875,28,22499,,
210.71551513671875,80803.671875,614.73388671875,28,22549,,
182.22784423828125,84250.703125,603.4813232421875,28,22599,,
,,,28,22648,208.18853759765625,84245.6328125
185.3470001220703,86054.0859375,615.617431640625,29,22649,,
223.5706787109375,83798.9453125,642.5654296875,29,22699,,
185.07858276367188,84602.15625,608.08935546875,29,22749,,
260.50537109375,82157.0859375,671.290771484375,29,22799,,
213.53228759765625,84221.484375,634.6397094726562,29,22849,,
184.77340698242188,87635.5,622.950927734375,29,22899,,
286.7991638183594,80539.265625,689.4954833984375,29,22949,,
167.77618408203125,81788.21875,576.71728515625,29,22999,,
241.6550750732422,81277.1875,648.041015625,29,23049,,
307.80926513671875,78804.3828125,701.8311767578125,29,23099,,
